Part_Desc_;Rework;Work_Order_Qty;Case ID;label;Activity;Resource;Report_Type;Resource.1;Qty_Completed;Qty_for_MRB;activity_duration;Complete Timestamp;timesincemidnight;month;weekday;hour;timesincelastevent;timesincecasestart;event_nr;open_cases
Spur Gear;missing;85;Case210;regular;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;97.0;2012-01-06 08:27:00;507;1;4;8;507.0;3867.0;9;21
Punch Holder;missing;350;Case267;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;125.0;2012-01-06 09:44:00;584;1;4;9;185.0;946.0;4;21
Ballnut;missing;108;Case215;regular;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;1.0;2012-01-06 09:46:00;586;1;4;9;703.0;1105.0;4;21
Spur Gear;missing;85;Case210;regular;Turning & Milling Q.C.;ID4618;D;Quality Check 1;85;0;5.0;2012-01-06 10:09:00;609;1;4;10;102.0;3969.0;10;21
Spur Gear;missing;225;Case254;regular;Final Inspection Q.C.;ID4618;D;Quality Check 1;225;0;1.0;2012-01-06 10:25:00;625;1;4;10;565.0;5650.0;7;20
Ballnut;missing;108;Case215;regular;Turning & Milling Q.C.;ID4618;D;Quality Check 1;108;0;75.0;2012-01-06 11:02:00;662;1;4;11;76.0;1181.0;5;20
Ballnut;missing;48;Case155;regular;Turning - Machine 8;ID0997;S;Machine 15 - Turning;0;0;285.0;2012-01-06 11:56:00;716;1;4;11;0.0;0.0;1;21
Ballnut;missing;48;Case155;regular;Turning & Milling - Machine 8;ID0997;D;Machine 8 - Turning & Milling;0;0;42.0;2012-01-06 12:38:00;758;1;4;12;42.0;42.0;2;21
Cable Head;missing;153;Case266;deviant;Turning & Milling - Machine 5;ID4429;D;Machine 5 - Turning & Milling;20;0;318.0;2012-01-06 12:39:00;759;1;4;12;358.0;3119.0;10;21
Wheel Shaft;missing;20;Case201;deviant;Turning - Machine 8;ID4219;B;Machine 15 - Turning;0;0;279.0;2012-01-06 12:40:00;760;1;4;12;280.0;3565.0;8;21
Spur Gear;missing;85;Case210;regular;Laser Marking - Machine 7;ID4882;D;Machine 7- Laser Marking;38;0;23.0;2012-01-06 12:49:00;769;1;4;12;160.0;4129.0;11;21
Punch Holder;missing;350;Case267;deviant;Turning & Milling - Machine 4;ID4167;D;Machine 4 - Turning & Milling;20;0;318.0;2012-01-06 12:52:00;772;1;4;12;188.0;1134.0;5;21
Barrel;missing;32;Case250;regular;Milling - Machine 16;ID4326;D;Machine 16 - Milling;7;0;360.0;2012-01-06 13:00:00;780;1;4;13;1260.0;4140.0;5;21
Wheel Shaft;missing;20;Case201;deviant;Turning - Machine 8;ID4219;D;Machine 15 - Turning;1;0;28.0;2012-01-06 13:08:00;788;1;4;13;28.0;3593.0;9;21
Ballnut;missing;48;Case155;regular;Turning & Milling - Machine 8;ID0997;D;Machine 8 - Turning & Milling;13;0;75.0;2012-01-06 13:53:00;833;1;4;13;75.0;117.0;3;21
Cable Head;missing;153;Case266;deviant;Turning & Milling - Machine 5;ID4529;D;Machine 5 - Turning & Milling;0;0;1080.0;2012-01-07 07:00:00;420;1;5;7;1101.0;4220.0;11;21
Punch Holder;missing;350;Case267;deviant;Turning & Milling - Machine 4;ID4529;D;Machine 4 - Turning & Milling;30;0;1080.0;2012-01-07 07:00:00;420;1;5;7;1088.0;2222.0;6;21
Cable Head;missing;153;Case266;deviant;Turning & Milling - Machine 5;ID4529;D;Machine 5 - Turning & Milling;0;0;990.0;2012-01-07 23:30:00;1410;1;5;23;990.0;5210.0;12;21
Punch Holder;missing;350;Case267;deviant;Turning & Milling - Machine 4;ID4529;D;Machine 4 - Turning & Milling;30;0;990.0;2012-01-07 23:30:00;1410;1;5;23;990.0;3212.0;7;21
Cable Head;missing;185;Case225;deviant;Laser Marking - Machine 7;ID4872;D;Machine 7- Laser Marking;79;0;75.0;2012-01-08 01:15:00;75;1;6;1;3443.0;3443.0;2;21
Cable Head;missing;153;Case266;deviant;Turning & Milling - Machine 5;ID4641;D;Machine 5 - Turning & Milling;36;0;419.0;2012-01-08 06:35:00;395;1;6;6;425.0;5635.0;13;21
Punch Holder;missing;350;Case267;deviant;Turning & Milling - Machine 4;ID4641;D;Machine 4 - Turning & Milling;33;0;426.0;2012-01-08 06:43:00;403;1;6;6;433.0;3645.0;8;21
Spur Gear;missing;85;Case210;regular;Laser Marking - Machine 7;ID4882;D;Machine 7- Laser Marking;47;0;20.0;2012-01-08 07:50:00;470;1;6;7;2581.0;6710.0;12;21
Wheel Shaft;missing;20;Case201;deviant;Turning - Machine 8;ID4219;D;Machine 15 - Turning;1;0;71.0;2012-01-08 07:54:00;474;1;6;7;2566.0;6159.0;10;21
Cable Head;missing;3;Case277;deviant;Round Grinding - Manual;ID4528;D;Machine 27 - Grinding;3;0;100.0;2012-01-08 08:30:00;510;1;6;8;3405.0;8190.0;6;21
Cable Head;missing;153;Case266;deviant;Turning & Milling - Machine 5;ID4932;D;Machine 5 - Turning & Milling;0;0;93.0;2012-01-08 08:39:00;519;1;6;8;124.0;5759.0;14;21
Cable Head;missing;3;Case277;deviant;Lapping - Machine 1;ID4528;D;Machine 1 - Lapping;3;0;10.0;2012-01-08 08:40:00;520;1;6;8;10.0;8200.0;7;21
Punch Holder;missing;350;Case267;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;130.0;2012-01-08 10:00:00;600;1;6;10;197.0;3842.0;9;21
Cable Head;missing;3;Case277;deviant;Round Grinding - Manual;ID4528;S;Machine 27 - Grinding;0;0;57.0;2012-01-08 10:00:00;600;1;6;10;80.0;8280.0;8;21
Gauge;missing;5;Case203;regular;Turning & Milling Q.C.;ID4618;D;Quality Check 1;5;0;103.0;2012-01-08 10:43:00;643;1;6;10;0.0;0.0;1;22
Wheel Shaft;missing;20;Case201;deviant;Turning Q.C.;ID4493;D;Quality Check 1;3;0;61.0;2012-01-08 11:13:00;673;1;6;11;199.0;6358.0;11;22
Cable Head;missing;17;Case185;regular;Turning & Milling Q.C.;ID4287;D;Quality Check 1;7;0;134.0;2012-01-08 11:14:00;674;1;6;11;4114.0;7799.0;7;22
Ballnut;missing;48;Case155;regular;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;23.0;2012-01-08 11:59:00;719;1;6;11;2766.0;2883.0;4;22
Spur Gear;missing;105;Case230;deviant;Turning & Milling - Machine 6;ID4794;S;Machine 6 - Turning & Milling;1;0;176.0;2012-01-08 12:09:00;729;1;6;12;3210.0;3535.0;3;22
Spur Gear;missing;105;Case230;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;5;0;11.0;2012-01-08 12:28:00;748;1;6;12;19.0;3554.0;4;22
Cable Head;missing;153;Case266;deviant;Turning & Milling Q.C.;ID4163;D;Quality Check 1;131;0;230.0;2012-01-08 12:50:00;770;1;6;12;251.0;6010.0;15;21
Cable Head;Y;17;Case185;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;7;0;57.0;2012-01-08 13:37:00;817;1;6;13;143.0;7942.0;8;21
Gauge;missing;5;Case203;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;5;0;50.0;2012-01-08 13:37:00;817;1;6;13;174.0;174.0;2;21
Ballnut;missing;108;Case215;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;100;0;43.0;2012-01-08 14:20:00;860;1;6;14;3078.0;4259.0;6;21
Spur Gear;missing;84;Case211;regular;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;18.0;2012-01-08 15:02:00;902;1;6;15;0.0;0.0;1;22
Cutting Wheel;missing;21;Case206;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;5.0;2012-01-08 15:07:00;907;1;6;15;0.0;0.0;1;23
Cable Head;missing;151;Case177;deviant;Round Grinding - Machine 2;ID4385;S;Machine 2 - Round Grinding;0;0;107.0;2012-01-08 15:08:00;908;1;6;15;6043.0;6043.0;2;23
Wheel Shaft;missing;20;Case201;deviant;Turning & Milling Q.C.;ID4493;D;Quality Check 1;0;0;130.0;2012-01-08 15:30:00;930;1;6;15;257.0;6615.0;12;23
Ballnut;missing;48;Case155;regular;Turning & Milling - Machine 8;ID0997;D;Machine 8 - Turning & Milling;35;0;391.0;2012-01-08 15:39:00;939;1;6;15;220.0;3103.0;5;23
Housing;missing;24;Case248;deviant;Turning & Milling - Machine 9;ID3846;S;Machine 9 - Turning & Milling;1;0;318.0;2012-01-08 15:53:00;953;1;6;15;0.0;0.0;1;24
Cable Head;missing;151;Case177;deviant;Round Grinding - Machine 2;ID4385;D;Machine 2 - Round Grinding;2;0;48.0;2012-01-08 15:57:00;957;1;6;15;49.0;6092.0;3;24
Punch Holder;missing;350;Case267;deviant;Turning & Milling - Machine 4;ID4932;D;Machine 4 - Turning & Milling;28;0;545.0;2012-01-08 16:05:00;965;1;6;16;365.0;4207.0;10;24
Cable Head;missing;5;Case251;regular;Turning & Milling - Machine 5;ID4429;S;Machine 5 - Turning & Milling;0;0;71.0;2012-01-08 16:15:00;975;1;6;16;0.0;0.0;1;25
Ballnut;missing;108;Case215;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;100;0;147.0;2012-01-08 16:48:00;1008;1;6;16;148.0;4407.0;7;25
Ballnut;missing;48;Case155;regular;Turning & Milling Q.C.;ID4618;D;Quality Check 1;48;0;75.0;2012-01-08 17:00:00;1020;1;6;17;81.0;3184.0;6;25
Spur Gear;missing;85;Case210;regular;other;ID4882;D;Machine 11 - Grinding;0;0;149.0;2012-01-08 17:08:00;1028;1;6;17;558.0;7268.0;13;25
Spur Gear;missing;85;Case210;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;35;0;75.0;2012-01-08 17:38:00;1058;1;6;17;30.0;7298.0;14;25
Cable Head;missing;3;Case277;deviant;Round Grinding - Manual;ID4528;D;Machine 27 - Grinding;0;0;463.0;2012-01-08 17:43:00;1063;1;6;17;463.0;8743.0;9;25
Housing;missing;24;Case248;deviant;Turning & Milling - Machine 9;ID3846;D;Machine 9 - Turning & Milling;7;0;111.0;2012-01-08 17:46:00;1066;1;6;17;113.0;113.0;2;25
Spur Gear;missing;105;Case230;deviant;Turning & Milling - Machine 6;ID4794;D;Machine 6 - Turning & Milling;14;0;339.0;2012-01-08 17:49:00;1069;1;6;17;321.0;3875.0;5;25
Punch Holder;missing;350;Case267;deviant;Turning & Milling - Machine 4;ID4794;D;Machine 4 - Turning & Milling;5;0;110.0;2012-01-08 17:50:00;1070;1;6;17;105.0;4312.0;11;25
Spur Gear;missing;85;Case210;regular;Lapping - Machine 1;ID4872;D;Machine 1 - Lapping;0;0;61.0;2012-01-08 17:51:00;1071;1;6;17;13.0;7311.0;15;25
Barrel;missing;32;Case250;regular;Milling - Machine 16;ID4326;D;Machine 16 - Milling;17;0;670.0;2012-01-08 17:59:00;1079;1;6;17;3179.0;7319.0;6;25
Ballnut;missing;108;Case215;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;8;0;75.0;2012-01-08 18:04:00;1084;1;6;18;0.0;4483.0;8;25
Ballnut;missing;108;Case215;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;8;0;75.0;2012-01-08 18:04:00;1084;1;6;18;76.0;4483.0;9;25
Cable Head;missing;30;Case219;deviant;Round Grinding - Machine 2;ID4355;S;Machine 2 - Round Grinding;0;0;52.0;2012-01-08 19:03:00;1143;1;6;19;4408.0;7319.0;3;25
Spur Gear;missing;84;Case211;regular;Laser Marking - Machine 7;ID4355;D;Machine 7- Laser Marking;25;0;51.0;2012-01-08 20:05:00;1205;1;6;20;303.0;303.0;2;25
Spur Gear;missing;84;Case211;regular;Laser Marking - Machine 7;ID4445;D;Machine 7- Laser Marking;56;0;44.0;2012-01-08 20:50:00;1250;1;6;20;45.0;348.0;3;25
Cable Head;missing;151;Case177;deviant;Round Grinding - Machine 2;ID4355;D;Machine 2 - Round Grinding;12;0;374.0;2012-01-08 22:13:00;1333;1;6;22;376.0;6468.0;4;25
Cable Head;missing;185;Case225;deviant;other;ID4872;D;Machine 2 - Round Grinding;0;0;342.0;2012-01-08 23:34:00;1414;1;6;23;1339.0;4782.0;3;25
Clamp;missing;150;Case163;deviant;Packing;ID4491;D;Packing;60;0;60.0;2012-01-09 01:00:00;60;1;0;1;0.0;0.0;1;26
Cable Head;missing;3;Case277;deviant;Packing;ID4491;D;Packing;2;0;60.0;2012-01-09 01:00:00;60;1;0;1;437.0;9180.0;10;26
Cable Head;missing;50;Case200;deviant;other;ID0937;D;Machine 10 - Grinding;1;0;75.0;2012-01-09 01:15:00;75;1;0;1;0.0;0.0;1;28
Flange;missing;125;Case207;deviant;Turning & Milling - Machine 6;ID4429;S;Machine 6 - Turning & Milling;0;0;75.0;2012-01-09 01:15:00;75;1;0;1;0.0;0.0;1;28
Spur Gear;missing;85;Case210;regular;Lapping - Machine 1;ID4882;D;Machine 1 - Lapping;0;0;75.0;2012-01-09 01:15:00;75;1;0;1;444.0;7755.0;16;28
Spur Gear;Y;84;Case211;regular;Lapping - Machine 1;ID4882;D;Machine 1 - Lapping;0;0;75.0;2012-01-09 01:15:00;75;1;0;1;265.0;613.0;4;28
Housing;missing;24;Case248;deviant;Turning & Milling - Machine 9;ID4641;D;Machine 9 - Turning & Milling;16;0;344.0;2012-01-09 01:59:00;119;1;0;1;493.0;606.0;3;28
Cable Head;missing;13;Case208;deviant;Turning & Milling - Machine 10;ID4641;S;Machine 10 - Grinding;0;0;238.0;2012-01-09 02:19:00;139;1;0;2;5985.0;6382.0;3;28
other;missing;16;Case253;deviant;Turning & Milling - Machine 9;ID4641;S;Machine 9 - Turning & Milling;1;0;208.0;2012-01-09 05:49:00;349;1;0;5;0.0;0.0;1;29
Spur Gear;missing;105;Case230;deviant;Turning & Milling - Machine 6;ID4529;D;Machine 6 - Turning & Milling;35;0;630.0;2012-01-09 06:30:00;390;1;0;6;761.0;4636.0;6;30
Ballnut;missing;315;Case260;deviant;Turning & Milling - Machine 6;ID4529;S;Machine 6 - Turning & Milling;0;0;150.0;2012-01-09 06:30:00;390;1;0;6;0.0;0.0;1;30
Cable Head;missing;13;Case208;deviant;Turning & Milling - Machine 10;ID4641;D;Machine 10 - Grinding;2;0;275.0;2012-01-09 06:55:00;415;1;0;6;276.0;6658.0;4;30
other;missing;16;Case253;deviant;Turning & Milling - Machine 9;ID4641;D;Machine 9 - Turning & Milling;2;0;66.0;2012-01-09 06:55:00;415;1;0;6;66.0;66.0;2;30
Flange;missing;125;Case207;deviant;Turning & Milling - Machine 6;ID4529;S;Machine 6 - Turning & Milling;1;0;390.0;2012-01-09 07:00:00;420;1;0;7;345.0;345.0;2;30
Punch Holder;missing;350;Case267;deviant;Turning & Milling - Machine 4;ID4529;D;Machine 4 - Turning & Milling;36;0;660.0;2012-01-09 07:00:00;420;1;0;7;790.0;5102.0;12;30
Spur Gear;missing;105;Case230;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;15.0;2012-01-09 07:15:00;435;1;0;7;45.0;4681.0;7;30
other;missing;16;Case253;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;59.0;2012-01-09 08:03:00;483;1;0;8;68.0;134.0;3;30
Punch Holder;missing;350;Case267;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;26.0;2012-01-09 08:30:00;510;1;0;8;90.0;5192.0;13;30
Cable Head;missing;3;Case277;deviant;Round Grinding - Manual;ID4528;D;Machine 27 - Grinding;2;0;132.0;2012-01-09 09:06:00;546;1;0;9;486.0;9666.0;11;30
Spur Gear;missing;85;Case210;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;0;0;91.0;2012-01-09 09:43:00;583;1;0;9;508.0;8263.0;17;30
Spur Gear;missing;85;Case210;regular;Lapping - Machine 1;ID4882;D;Machine 1 - Lapping;50;0;40.0;2012-01-09 09:45:00;585;1;0;9;2.0;8265.0;18;30
Clamp;missing;150;Case163;deviant;Final Inspection Q.C.;ID4287;D;Quality Check 1;60;0;106.0;2012-01-09 09:46:00;586;1;0;9;526.0;526.0;2;29
other;missing;16;Case253;deviant;Turning & Milling - Machine 9;ID3846;D;Machine 9 - Turning & Milling;13;0;156.0;2012-01-09 09:46:00;586;1;0;9;103.0;237.0;4;29
Cutting Wheel;missing;21;Case206;deviant;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;21;0;11.0;2012-01-09 09:55:00;595;1;0;9;1128.0;1128.0;2;29
O-Ring;missing;9;Case265;regular;Turning & Milling - Machine 8;ID0997;S;Machine 8 - Turning & Milling;0;0;205.0;2012-01-09 10:29:00;629;1;0;10;5883.0;6870.0;3;29
Cutting Wheel;missing;21;Case206;deviant;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;21;0;49.0;2012-01-09 10:45:00;645;1;0;10;50.0;1178.0;3;29
O-Ring;missing;9;Case265;regular;Turning & Milling - Machine 8;ID0997;S;Machine 8 - Turning & Milling;0;0;60.0;2012-01-09 10:49:00;649;1;0;10;20.0;6890.0;4;29
Cable Head;missing;3;Case277;deviant;Round Grinding - Manual;ID4528;D;Machine 27 - Grinding;1;0;105.0;2012-01-09 10:51:00;651;1;0;10;105.0;9771.0;12;29
Ballnut;missing;400;Case182;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;3.0;2012-01-09 11:11:00;671;1;0;11;0.0;0.0;1;30
O-Ring;missing;9;Case265;regular;Turning & Milling - Machine 8;ID0997;D;Machine 8 - Turning & Milling;9;0;54.0;2012-01-09 11:21:00;681;1;0;11;32.0;6922.0;5;30
Cable Head;missing;5;Case251;regular;Turning & Milling - Machine 5;ID4932;S;Machine 5 - Turning & Milling;1;0;278.0;2012-01-09 11:28:00;688;1;0;11;1153.0;1153.0;2;30
Ballnut;missing;10;Case228;deviant;Turning & Milling - Machine 8;ID0997;S;Machine 8 - Turning & Milling;0;0;60.0;2012-01-09 11:30:00;690;1;0;11;7239.0;7239.0;2;30
Clamp;missing;150;Case163;deviant;Turning Q.C.;ID4287;D;Quality Check 1;10;0;97.0;2012-01-09 11:38:00;698;1;0;11;112.0;638.0;3;30
Spur Gear;missing;85;Case210;regular;Round Grinding - Machine 12;ID4528;S;Machine 12 - Grinding;0;0;65.0;2012-01-09 12:02:00;722;1;0;12;137.0;8402.0;19;30
Ballnut;missing;10;Case228;deviant;Turning & Milling - Machine 8;ID0997;D;Machine 8 - Turning & Milling;9;0;60.0;2012-01-09 12:30:00;750;1;0;12;60.0;7299.0;3;29
Cable Head;missing;3;Case277;deviant;Round Grinding - Manual;ID4528;D;Machine 27 - Grinding;0;0;31.0;2012-01-09 12:34:00;754;1;0;12;103.0;9874.0;13;28
O-Ring;missing;9;Case265;regular;Turning & Milling Q.C.;ID4618;D;Quality Check 1;9;0;75.0;2012-01-09 12:50:00;770;1;0;12;89.0;7011.0;6;28
Cable Head;missing;5;Case251;regular;Turning & Milling - Machine 5;ID4932;D;Machine 5 - Turning & Milling;4;0;88.0;2012-01-09 12:56:00;776;1;0;12;88.0;1241.0;3;28
Cable Head;missing;13;Case208;deviant;Turning & Milling - Machine 10;ID4132;S;Machine 10 - Grinding;2;0;510.0;2012-01-09 15:39:00;939;1;0;15;524.0;7182.0;5;28
Barrel;missing;32;Case250;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;32;0;75.0;2012-01-09 15:47:00;947;1;0;15;1308.0;8627.0;7;28
Spur Gear;missing;105;Case230;deviant;Turning & Milling - Machine 6;ID4794;D;Machine 6 - Turning & Milling;35;0;537.0;2012-01-09 15:56:00;956;1;0;15;521.0;5202.0;8;28
Cable Head;missing;30;Case219;deviant;Round Grinding - Machine 2;ID4385;S;Machine 2 - Round Grinding;0;0;50.0;2012-01-09 16:03:00;963;1;0;16;1260.0;8579.0;4;28
Spur Gear;missing;85;Case210;regular;Round Grinding - Machine 12;ID4528;D;Machine 12 - Grinding;21;0;234.0;2012-01-09 16:29:00;989;1;0;16;267.0;8669.0;20;28
Cable Head;missing;100;Case198;deviant;Turning & Milling - Machine 5;ID4429;S;Machine 5 - Turning & Milling;0;0;235.0;2012-01-09 17:24:00;1044;1;0;17;0.0;0.0;1;29
Ballnut;missing;12;Case269;regular;Turning & Milling - Machine 8;ID0997;S;Machine 8 - Turning & Milling;0;0;300.0;2012-01-09 17:30:00;1050;1;0;17;0.0;0.0;1;30
Spur Gear;Y;84;Case211;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;81;0;377.0;2012-01-09 17:31:00;1051;1;0;17;976.0;1589.0;5;30
Spur Gear;missing;105;Case230;deviant;Turning & Milling - Machine 6;ID4932;D;Machine 6 - Turning & Milling;5;0;85.0;2012-01-09 17:36:00;1056;1;0;17;100.0;5302.0;9;30
Cable Head;missing;13;Case208;deviant;Turning & Milling - Machine 10;ID3846;D;Machine 10 - Grinding;1;0;86.0;2012-01-09 17:44:00;1064;1;0;17;125.0;7307.0;6;30
Cable Head;missing;5;Case244;deviant;Lapping - Machine 1;ID4528;D;Machine 1 - Lapping;2;0;34.0;2012-01-09 17:49:00;1069;1;0;17;0.0;0.0;1;31
Punch Holder;missing;350;Case267;deviant;Turning & Milling - Machine 4;ID4932;D;Machine 4 - Turning & Milling;38;0;663.0;2012-01-09 17:52:00;1072;1;0;17;562.0;5754.0;14;31
Cable Head;missing;30;Case219;deviant;Round Grinding - Machine 2;ID4355;S;Machine 2 - Round Grinding;1;0;139.0;2012-01-09 18:27:00;1107;1;0;18;144.0;8723.0;5;31
Cable Head;missing;100;Case198;deviant;Turning & Milling - Machine 5;ID4529;S;Machine 5 - Turning & Milling;1;0;180.0;2012-01-09 23:00:00;1380;1;0;23;336.0;336.0;2;31
Cable Head;missing;185;Case225;deviant;Grinding Rework - Machine 27;ID4872;D;Machine 27 - Grinding;0;0;200.0;2012-01-09 23:06:00;1386;1;0;23;1412.0;6194.0;4;31
Spur Gear;missing;85;Case210;regular;Round Grinding - Machine 12;ID4872;D;Machine 12 - Grinding;3;0;34.0;2012-01-09 23:41:00;1421;1;0;23;432.0;9101.0;21;31
Cable Head;missing;30;Case219;deviant;Round Grinding - Machine 2;ID4355;D;Machine 2 - Round Grinding;15;0;317.0;2012-01-09 23:44:00;1424;1;0;23;317.0;9040.0;6;31
Spur Gear;Y;105;Case230;deviant;Turning & Milling - Machine 6;ID4718;D;Machine 6 - Turning & Milling;15;0;230.0;2012-01-09 23:51:00;1431;1;0;23;375.0;5677.0;10;30
other;missing;16;Case190;regular;Packing;ID4820;D;Packing;7;0;60.0;2012-01-10 01:00:00;60;1;1;1;0.0;0.0;1;31
Gauge;missing;5;Case203;regular;Lapping - Machine 1;ID4882;D;Machine 1 - Lapping;0;0;75.0;2012-01-10 01:15:00;75;1;1;1;2138.0;2312.0;3;31
Flange;missing;125;Case207;deviant;Turning & Milling - Machine 6;ID4429;S;Machine 6 - Turning & Milling;0;0;75.0;2012-01-10 01:15:00;75;1;1;1;1095.0;1440.0;3;31
Cable Head;missing;185;Case225;deviant;Laser Marking - Machine 7;ID4872;D;Machine 7- Laser Marking;94;0;75.0;2012-01-10 01:15:00;75;1;1;1;129.0;6323.0;5;31
Housing;missing;24;Case248;deviant;Lapping - Machine 1;ID4882;D;Machine 1 - Lapping;0;0;75.0;2012-01-10 01:15:00;75;1;1;1;1396.0;2002.0;4;31
Flange;missing;125;Case207;deviant;Turning & Milling - Machine 6;ID4529;D;Machine 6 - Turning & Milling;4;0;120.0;2012-01-10 03:00:00;180;1;1;3;105.0;1545.0;4;31
Cable Head;missing;30;Case219;deviant;Round Grinding - Machine 2;ID4445;D;Machine 2 - Round Grinding;14;0;334.0;2012-01-10 05:19:00;319;1;1;5;335.0;9375.0;7;30
Cable Head;missing;100;Case198;deviant;Turning & Milling - Machine 5;ID4529;D;Machine 5 - Turning & Milling;26;0;330.0;2012-01-10 06:30:00;390;1;1;6;450.0;786.0;3;30
Flange;missing;125;Case207;deviant;Turning & Milling - Machine 6;ID4529;D;Machine 6 - Turning & Milling;11;0;210.0;2012-01-10 06:30:00;390;1;1;6;210.0;1755.0;5;30
Punch Holder;missing;350;Case267;deviant;Turning & Milling - Machine 4;ID4529;D;Machine 4 - Turning & Milling;21;0;600.0;2012-01-10 06:30:00;390;1;1;6;758.0;6512.0;15;30
Cable Head;missing;13;Case208;deviant;Turning & Milling - Machine 10;ID4641;D;Machine 10 - Grinding;6;0;596.0;2012-01-10 06:38:00;398;1;1;6;774.0;8081.0;7;30
Punch Holder;missing;350;Case267;deviant;Turning & Milling - Machine 4;ID4718;D;Machine 4 - Turning & Milling;44;0;355.0;2012-01-10 06:55:00;415;1;1;6;25.0;6537.0;16;30
Cable Head;missing;100;Case198;deviant;Turning & Milling - Machine 5;ID4429;S;Machine 5 - Turning & Milling;1;0;1.0;2012-01-10 07:09:00;429;1;1;7;39.0;825.0;4;29
Housing;missing;24;Case248;deviant;Turning & Milling Q.C.;ID4493;D;Quality Check 1;24;0;60.0;2012-01-10 08:10:00;490;1;1;8;415.0;2417.0;5;29
Ballnut;missing;48;Case155;regular;Laser Marking - Machine 7;ID4882;D;Machine 7- Laser Marking;22;0;21.0;2012-01-10 08:12:00;492;1;1;8;2352.0;5536.0;7;29
Cable Head;missing;5;Case244;deviant;Lapping - Machine 1;ID4528;D;Machine 1 - Lapping;3;0;75.0;2012-01-10 08:12:00;492;1;1;8;863.0;863.0;2;29
Cable Head;missing;5;Case251;regular;Turning & Milling Q.C.;ID4163;D;Quality Check 1;5;0;81.0;2012-01-10 08:21:00;501;1;1;8;1165.0;2406.0;4;29
Punch Holder;missing;350;Case267;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;200;0;75.0;2012-01-10 08:24:00;504;1;1;8;89.0;6626.0;17;29
Barrel;missing;32;Case250;regular;Final Inspection Q.C.;ID4163;D;Quality Check 1;0;0;100.0;2012-01-10 08:40:00;520;1;1;8;0.0;9640.0;8;29
Barrel;missing;32;Case250;regular;Final Inspection Q.C.;ID4163;D;Quality Check 1;32;0;100.0;2012-01-10 08:40:00;520;1;1;8;0.0;9640.0;9;29
Barrel;missing;32;Case250;regular;Final Inspection Q.C.;ID4163;D;Quality Check 1;0;0;19.0;2012-01-10 08:40:00;520;1;1;8;1013.0;9640.0;10;29
Ballnut;missing;48;Case155;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;26;0;45.0;2012-01-10 09:10:00;550;1;1;9;58.0;5594.0;8;29
Cable Head;missing;5;Case251;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;5;0;12.0;2012-01-10 09:22:00;562;1;1;9;61.0;2467.0;5;29
Cable Head;missing;13;Case208;deviant;Turning & Milling - Machine 10;ID4132;D;Machine 10 - Grinding;2;0;132.0;2012-01-10 09:30:00;570;1;1;9;172.0;8253.0;8;28
Cable Head;missing;5;Case244;deviant;Round Grinding - Machine 12;ID4528;S;Machine 12 - Grinding;0;0;98.0;2012-01-10 09:50:00;590;1;1;9;98.0;961.0;3;28
